,Color,Runtime,Director Facebook Likes,Actor 1 Facebook Likes,Genres,Title,Number of Voted Users,Cast Total Facebook Likes,Language,Country,Content Rating,Year,IMDb Score,Movie Facebook Likes
4230,Color,117.0,84.0,861.0,Drama,The Last Sin Eater ,1573,2161,English,USA,PG-13,2007,5.9,285
2173,Color,107.0,30.0,742.0,Drama|Family|Music|Romance,The Last Song ,62421,2341,English,USA,PG,2010,5.8,10000
1703,Color,107.0,419.0,971.0,Action|Crime|Thriller,The Last Stand ,114241,1643,English,USA,R,2013,6.4,24000
2448,Color,112.0,97.0,577.0,Biography|Drama|Romance,The Last Station ,15352,1341,English,Germany,R,2009,7.0,0
3501,Color,164.0,17000.0,883.0,Drama,The Last Temptation of Christ ,39680,1934,English,USA,R,1988,7.6,0
3952,Color,92.0,19.0,18000.0,Biography|Drama,The Last Time I Committed Suicide ,1686,20135,English,USA,R,1997,5.8,161
5001,Color,117.0,17000.0,725.0,Documentary|Music,The Last Waltz ,12611,2783,English,USA,PG,1978,8.2,0
501,Color,106.0,42.0,14000.0,Action|Adventure|Fantasy,The Last Witch Hunter ,58752,16922,English,USA,PG-13,2015,6.0,21000
1211,Color,117.0,0.0,855.0,Action|Adventure|Drama|Romance|War,The Last of the Mohicans ,113068,2144,English,USA,R,1992,7.8,0
3118,Color,140.0,32.0,535.0,Horror|Sci-Fi,The Lawnmower Man ,27800,1109,English,UK,R,1992,5.4,0
3715,Color,83.0,26.0,10000.0,Horror|Sci-Fi|Thriller,The Lazarus Effect ,28513,11771,English,USA,PG-13,2015,5.2,0
520, Black and White,110.0,45.0,1000.0,Action|Adventure|Fantasy|Sci-Fi,The League of Extraordinary Gentlemen ,141533,4714,English,USA,PG-13,2003,5.8,0
787,Color,126.0,0.0,13000.0,Drama|Fantasy|Sport,The Legend of Bagger Vance ,45296,34774,English,USA,PG-13,2000,6.7,0
4255,Color,102.0,32.0,483.0,Action|Comedy,The Legend of Drunken Master ,34520,768,Cantonese,Hong Kong,R,1994,7.6,0
5004,Color,78.0,6.0,32.0,Western,The Legend of God's Gun ,143,72,English,USA,R,2007,4.1,13
4339,Color,108.0,531.0,10000.0,Action|Adventure|History|Western,The Legend of Hell's Gate: An American Conspiracy ,583,15707,English,USA,PG-13,2011,4.4,651
629,Color,99.0,212.0,576.0,Action|Adventure|Fantasy,The Legend of Hercules ,44891,1520,English,USA,PG-13,2014,4.2,12000
3311,Color,300.0,6.0,7.0,Action|Adventure|Drama|History|War,The Legend of Suriyothai ,1666,32,Thai,Thailand,R,2001,6.6,124
137,Color,110.0,282.0,11000.0,Action|Adventure|Drama|Romance,The Legend of Tarzan ,42372,21175,English,USA,PG-13,2016,6.6,29000
484,Color,129.0,258.0,2000.0,Action|Adventure|Western,The Legend of Zorro ,71574,2864,Spanish,USA,PG,2005,5.9,951
2438,Color,98.0,28.0,372.0,Action|Adventure|Western,The Legend of the Lone Ranger ,1400,927,English,USA,PG,1981,5.0,346
767,Color,100.0,97.0,11000.0,Action|Adventure|Animation|Comedy|Family|Fantasy,The Lego Movie ,246698,22128,English,Australia,PG,2014,7.8,64000
2117,Color,114.0,2.0,40000.0,Drama|Romance,The Libertine ,31433,42484,English,UK,R,2004,6.4,0
1009,Color,119.0,0.0,13000.0,Adventure|Comedy|Drama,The Life Aquatic with Steve Zissou ,139535,15757,English,USA,R,2004,7.3,0
3002,Color,90.0,26.0,797.0,Drama|Mystery|Thriller,The Life Before Her Eyes ,12125,2073,English,USA,R,2007,6.4,1000
1011,Color,130.0,317.0,18000.0,Crime|Drama|Thriller,The Life of David Gale ,88270,32637,English,USA,R,2003,7.5,0
3192,Color,89.0,0.0,402.0,Crime|Drama|Mystery|Thriller,The Limey ,24412,1335,English,USA,R,1999,7.1,944
1231,Color,118.0,65.0,11000.0,Crime|Drama|Thriller,The Lincoln Lawyer ,173848,13943,English,USA,R,2011,7.3,25000
509,Color,73.0,28.0,2000.0,Adventure|Animation|Drama|Family|Musical,The Lion King ,644348,6458,English,USA,G,1994,8.5,17000
4479,Color,87.0,11.0,578.0,Animation,The Lion of Judah ,458,1730,English,USA,PG,2011,3.7,381
4777,Color,84.0,0.0,385.0,Family,The Little Ponderosa Zoo ,15,683,English,USA,Not Rated,2016,5.2,9
516,Color,108.0,54.0,12000.0,Adventure|Animation|Drama|Family|Fantasy,The Little Prince ,28276,30230,English,France,PG,2015,7.8,31000
2110,Color,95.0,34.0,554.0,Adventure|Comedy|Family|Fantasy,The Little Vampire ,7242,2216,English,Germany,PG,2000,5.7,0
4259,Color,137.0,207.0,380.0,Drama|Thriller,The Lives of Others ,259379,927,German,Germany,R,2006,8.5,39000
1237,Color,130.0,46.0,387.0,Action|Adventure|Thriller,The Living Daylights ,69457,1233,English,UK,PG,1987,6.7,0
4757,Color,91.0,0.0,472.0,Comedy,The Living Wake ,739,1047,English,USA,PG-13,2007,6.5,339
2631,Color,94.0,13.0,925.0,Adventure|Comedy|Family|Music|Romance,The Lizzie McGuire Movie ,27580,3423,English,USA,PG,2003,5.3,0
14,Color,150.0,563.0,40000.0,Action|Adventure|Western,The Lone Ranger ,181792,45757,English,USA,PG-13,2013,6.5,48000
680,Color,121.0,212.0,394.0,Action|Crime|Drama|Mystery|Thriller,The Long Kiss Goodnight ,60508,1531,English,USA,R,1996,6.7,4000
3148,Color,100.0,394.0,2000.0,Western,The Long Riders ,7322,6296,English,USA,R,1980,7.1,680
3101, Black and White,178.0,19.0,726.0,Action|Drama|History|War,The Longest Day ,43270,1554,English,USA,G,1962,7.8,0
1518,Color,128.0,88.0,989.0,Drama|Romance,The Longest Ride ,50041,3386,English,USA,PG-13,2015,7.1,23000
447,Color,113.0,88.0,11000.0,Comedy|Crime|Sport,The Longest Yard ,130070,13693,English,USA,PG-13,2005,6.4,0
2068,Color,94.0,258.0,721.0,Biography|Comedy|Drama|Family|Sport,The Longshots ,3174,2453,English,USA,PG,2008,5.1,376
4843,Color,110.0,44.0,644.0,Drama|Music,The Looking Glass ,82,1440,English,USA,Not Rated,2015,6.6,175
270,Color,171.0,0.0,16000.0,Action|Adventure|Drama|Fantasy,The Lord of the Rings: The Fellowship of the Ring ,1238746,22342,English,New Zealand,PG-13,2001,8.8,21000
339,Color,192.0,0.0,5000.0,Action|Adventure|Drama|Fantasy,The Lord of the Rings: The Return of the King ,1215718,6434,English,USA,PG-13,2003,8.9,16000
340,Color,172.0,0.0,16000.0,Action|Adventure|Drama|Fantasy,The Lord of the Rings: The Two Towers ,1100446,23052,English,USA,PG-13,2002,8.7,10000
4437,Color,101.0,0.0,1000.0,Drama|Fantasy|Horror|Thriller,The Lords of Salem ,20376,5158,English,USA,R,2012,5.1,15000
1949,Color,97.0,41.0,11000.0,Action|Crime|Drama|Mystery|Thriller,The Losers ,74691,12841,English,USA,PG-13,2010,6.4,0
3936,Color,106.0,81.0,2000.0,Drama,The Loss of Sexual Innocence ,2877,4343,English,USA,R,1999,5.4,111
3331,Color,97.0,541.0,967.0,Comedy|Fantasy|Horror,The Lost Boys ,92924,4458,English,USA,R,1987,7.2,19000
3259,Color,144.0,0.0,786.0,Drama|Romance,The Lost City ,8369,1674,English,USA,R,2005,6.7,957
4307,Color,97.0,19.0,589.0,Adventure|Family|Fantasy,The Lost Medallion: The Adventures of Billy Stone ,1278,2522,English,Thailand,PG,2013,4.8,715
4962, Black and White,90.0,56.0,126.0,Comedy|Horror|Sci-Fi,The Lost Skeleton of Cadavra ,4117,284,English,USA,PG,2001,7.0,0
4476, Black and White,101.0,0.0,287.0,Drama|Film-Noir,The Lost Weekend ,24959,581,English,USA,Not Rated,1945,8.0,0
523,Color,129.0,14000.0,610.0,Action|Adventure|Sci-Fi,The Lost World: Jurassic Park ,278362,1635,English,USA,PG-13,1997,6.5,0
704,Color,87.0,12.0,3000.0,Comedy|Romance|Sport,The Love Guru ,43300,6658,English,USA,PG-13,2008,3.8,0
2710,Color,99.0,45.0,1000.0,Fantasy|Romance,The Love Letter ,1465,2166,English,USA,Not Rated,1998,7.4,515
3963,Color,84.0,18.0,399.0,Horror|Thriller,The Loved Ones ,27781,644,English,Australia,R,2009,6.7,0
337,Color,135.0,0.0,873.0,Drama|Fantasy|Thriller,The Lovely Bones ,125109,2370,English,USA,PG-13,2009,6.7,16000
84,Color,109.0,596.0,622.0,Action|Adventure|Romance|Sci-Fi,The Lovers ,2138,1982,English,Belgium,R,2015,4.5,677
2815,Color,115.0,168.0,697.0,Comedy|Drama|War,The Lucky Ones ,11704,2243,English,USA,R,2008,7.0,702
1896,Color,101.0,96.0,713.0,Drama|Romance,The Lucky One ,76882,1852,English,USA,PG-13,2012,6.5,29000
4385,Color,104.0,25.0,638.0,Drama|Romance,The Lunchbox ,30479,822,Hindi,India,PG,2013,7.8,16000
3779,Color,94.0,122.0,23000.0,Drama|Thriller,The Machinist ,281649,24994,English,Spain,R,2004,7.7,21000
1831,Color,135.0,0.0,5.0,Drama|Musical|Romance,The Magic Flute ,926,24,English,France,Not Rated,2006,6.6,359
1284,Color,86.0,7.0,10000.0,Adventure|Animation|Comedy|Drama|Family|Fantasy|Musical,The Magic Sword: Quest for Camelot ,11156,14275,English,USA,G,1998,6.2,0
4718,Color,98.0,5.0,587.0,Thriller,The Maid's Room ,719,1707,English,USA,Not Rated,2013,4.5,128
576,Color,152.0,0.0,940.0,Drama|Romance,The Majestic ,45031,4310,English,USA,PG,2001,6.9,0
2270,Color,94.0,36.0,13000.0,Action|Comedy|Crime|Thriller,The Man Who Knew Too Little ,23928,15183,English,USA,PG,1997,6.6,0
4041, Black and White,113.0,673.0,756.0,Drama|Western,The Man Who Shot Liberty Valance ,53741,2693,English,USA,Approved,1962,8.1,0
4914,Color,87.0,29.0,505.0,Drama|Romance|Sci-Fi,The Man from Earth ,129799,1181,English,USA,Not Rated,2007,8.0,46000
3722,Color,102.0,18.0,492.0,Adventure|Drama|Family|Romance|Western,The Man from Snowy River ,5894,854,English,Australia,PG,1982,7.3,0
548,Color,116.0,0.0,15000.0,Action|Adventure|Comedy,The Man from U.N.C.L.E. ,175960,15735,English,USA,PG-13,2015,7.3,43000
1422,Color,132.0,130.0,29000.0,Action|Adventure,The Man in the Iron Mask ,125219,29265,English,USA,PG-13,1998,6.4,0
3483,Color,125.0,82.0,16000.0,Action|Adventure|Thriller,The Man with the Golden Gun ,73950,17611,English,UK,PG,1974,6.8,2000
2697,Color,107.0,561.0,746.0,Action,The Man with the Iron Fists ,53471,2377,English,USA,R,2012,5.4,29000
476,Color,129.0,438.0,18000.0,Drama|Mystery|Sci-Fi|Thriller,The Manchurian Candidate ,86422,20056,English,USA,R,2004,6.6,0
2296,Color,83.0,10.0,688.0,Action|Comedy|Crime,The Man ,21933,1019,English,Germany,PG-13,2005,5.5,676
4345,Color,90.0,58.0,405.0,Action|Thriller,The Marine 4: Moving Target ,2032,1204,English,USA,R,2015,5.2,620
2673,Color,92.0,8.0,472.0,Action|Drama|Thriller,The Marine ,27486,1045,English,USA,PG-13,2006,4.7,0
278,Color,151.0,0.0,13000.0,Adventure|Drama|Sci-Fi,The Martian ,472488,14831,English,USA,PG-13,2015,8.1,153000
661,Color,136.0,258.0,12000.0,Action|Adventure|Comedy|Romance|Thriller|Western,The Mask of Zorro ,135404,12396,English,USA,PG-13,1998,6.7,0
4012,Color,105.0,28.0,426.0,Action|Biography|Crime|Drama|Family|Fantasy,The Masked Saint ,342,1043,English,Canada,PG-13,2016,4.7,0
2392,Color,114.0,55.0,789.0,Action|Comedy|Crime|Fantasy,The Mask ,265818,2085,English,USA,PG-13,1994,6.9,0
2550,Color,80.0,11.0,911.0,Comedy|Family,The Master of Disguise ,18254,3058,English,USA,PG,2002,3.3,1000
1364,Color,144.0,0.0,378.0,Drama,The Master ,105144,427,English,USA,R,2012,7.1,27000
3156,Color,96.0,47.0,3000.0,Comedy|Crime|Drama|Thriller,The Matador ,40514,4053,English,USA,R,2005,6.8,808
126,Color,138.0,0.0,234.0,Action|Sci-Fi,The Matrix Reloaded ,421818,534,English,USA,R,2003,7.2,0
124,Color,129.0,0.0,309.0,Action|Sci-Fi,The Matrix Revolutions ,364948,1062,English,Australia,R,2003,6.7,0
654,Color,136.0,0.0,18000.0,Action|Sci-Fi,The Matrix ,1217752,18563,English,USA,R,1999,8.7,25000
1511,Color,113.0,47.0,988.0,Action|Mystery|Sci-Fi|Thriller,The Maze Runner ,310903,1783,English,USA,PG-13,2014,6.8,38000
1153,Color,93.0,165.0,26000.0,Action|Crime|Thriller,The Mechanic ,117999,27834,English,USA,R,2011,6.6,16000
1180,Color,108.0,4.0,687.0,Action|Comedy|Fantasy,The Medallion ,29861,1134,English,Hong Kong,PG-13,2003,5.2,505
2032,Color,94.0,293.0,18000.0,Comedy|War,The Men Who Stare at Goats ,109620,32474,English,USA,R,2009,6.2,15000
1716,Color,131.0,53.0,14000.0,Drama|Romance,The Merchant of Venice ,29715,16252,English,USA,R,2004,7.1,0
1016,Color,158.0,0.0,51.0,Adventure|Biography|Drama|History|War,The Messenger: The Story of Joan of Arc ,55889,144,English,France,R,1999,6.4,0
3572,Color,105.0,38.0,12000.0,Drama|Romance|War,The Messenger ,29608,14462,English,USA,R,2009,7.2,0
1219,Color,123.0,563.0,24000.0,Adventure|Comedy|Crime|Romance,The Mexican ,87351,43917,English,USA,R,2001,6.1,2000
2743,Color,103.0,129.0,14000.0,Fantasy|Horror|Mystery,The Midnight Meat Train ,47574,18639,English,USA,R,2008,6.1,0
3102,Color,100.0,65.0,633.0,Comedy|Drama|Family|Sport,The Mighty Ducks ,44502,3362,English,USA,PG,1992,6.4,0
3518,Color,99.0,2.0,1000.0,Drama|Sport,The Mighty Macs ,1119,2589,English,USA,G,2009,6.5,797
4960,Color,100.0,23.0,1000.0,Comedy|Drama,The Mighty ,10499,2283,English,USA,PG-13,1998,7.3,0
1163,Color,122.0,0.0,12000.0,Comedy|Drama|Romance,The Mirror Has Two Faces ,11453,13716,English,USA,PG-13,1996,6.5,0
3912, Black and White,120.0,1000.0,862.0,Drama|Romance|Western,The Misfits ,12981,1652,English,USA,Approved,1961,7.4,0
4309,Color,95.0,8.0,529.0,Drama,The Missing Person ,1268,2749,English,USA,Not Rated,2009,6.2,195
2857,Color,126.0,0.0,2000.0,Horror,The Mist ,220475,5371,English,USA,R,2007,7.2,20000
3066,Color,124.0,58.0,338.0,Drama|History,The Molly Maguires ,2603,800,English,USA,PG,1970,6.9,608
5036,Color,84.0,2.0,45.0,Crime|Drama,The Mongol King ,36,93,English,USA,PG-13,2005,7.8,4
605,Color,118.0,0.0,13000.0,Drama|War,The Monuments Men ,102248,27674,English,USA,PG-13,2014,6.1,34000
801,Color,130.0,91.0,5000.0,Fantasy|Horror|Mystery|Romance,The Mortal Instruments: City of Bones ,107028,10247,English,USA,PG-13,2013,6.0,44000
4867,Color,75.0,269.0,100.0,Comedy|Drama,The Motel ,1227,127,Cantonese,USA,Not Rated,2005,6.8,62
1164,Color,119.0,89.0,650.0,Drama|Horror|Mystery|Thriller,The Mothman Prophecies ,63677,1651,English,USA,PG-13,2002,6.5,0
4668,Color,94.0,3.0,262.0,Crime|Drama|Romance,The Mudge Boy ,3480,991,English,USA,R,2003,7.2,396
325,Color,130.0,208.0,12000.0,Action|Adventure|Fantasy|Thriller,The Mummy Returns ,248045,15972,English,USA,PG-13,2001,6.3,0
72,Color,112.0,357.0,5000.0,Action|Adventure|Fantasy|Horror|Thriller,The Mummy: Tomb of the Dragon Emperor ,117927,9131,English,USA,PG-13,2008,5.2,0
2943,Color,89.0,53.0,227.0,Comedy|Drama|Family|Fantasy|Musical,The Muppet Christmas Carol ,33850,534,English,USA,G,1992,7.7,0
3356,Color,95.0,21.0,1000.0,Adventure|Comedy|Family|Musical,The Muppet Movie ,25498,5673,English,UK,G,1979,7.7,0
1088,Color,103.0,33.0,970.0,Adventure|Comedy|Family|Musical,The Muppets ,75176,1336,English,USA,PG,2011,7.1,26000
2693,Color,97.0,745.0,12000.0,Comedy,The Muse ,9294,15209,English,USA,PG-13,1999,5.6,251
1277,Color,104.0,0.0,964.0,Action|Adventure|Romance,The Musketeer ,12856,2888,English,Germany,PG-13,2001,4.7,299
2053,Color,85.0,119.0,3000.0,Comedy|Crime,The Naked Gun 2½: The Smell of Fear ,83269,3847,English,USA,PG-13,1991,6.8,0
3837,Color,100.0,3.0,74.0,Comedy|Drama|Romance,The Names of Love ,6304,143,French,France,R,2010,7.2,0
3338,Color,122.0,300.0,579.0,Drama,The Namesake ,16530,1637,English,USA,PG-13,2006,7.6,0
1450,Color,101.0,308.0,446.0,Drama|Family|Fantasy,The Nativity Story ,8143,966,English,USA,PG,2006,6.8,0
979,Color,140.0,473.0,18000.0,Action|Crime|Drama|Mystery|Thriller,The Negotiator ,107227,20152,English,Germany,R,1998,7.3,3000
3459,Color,118.0,0.0,18000.0,Horror|Thriller,The Neon Demon ,9866,19879,English,France,R,2016,7.0,0
2090,Color,114.0,34.0,649.0,Action|Crime|Drama|Mystery|Thriller,The Net ,48909,1725,English,USA,PG-13,1995,5.8,0
1815,Color,94.0,249.0,523.0,Adventure|Drama|Family|Fantasy,The NeverEnding Story ,99557,1560,English,West Germany,PG,1984,7.4,21000
2846,Color,92.0,13.0,11000.0,Comedy,The New Guy ,28805,12687,English,USA,PG-13,2002,5.9,1000
1699,Color,150.0,0.0,23000.0,Biography|Drama|History|Romance,The New World ,70771,27829,English,USA,PG-13,2005,6.7,0
1820,Color,123.0,0.0,11000.0,Action|Crime|Drama|History|Western,The Newton Boys ,8309,11969,English,USA,PG-13,1998,6.0,315
1961,Color,99.0,154.0,774.0,Comedy|Drama|Romance,The Next Best Thing ,9361,2498,English,USA,PG-13,2000,4.7,378
1682,Color,133.0,549.0,10000.0,Crime|Drama|Romance|Thriller,The Next Three Days ,146364,11799,English,USA,PG-13,2010,7.4,27000
3913,Color,81.0,5.0,49000.0,Crime|Mystery|Thriller,The Night Listener ,13086,50831,English,USA,R,2006,5.9,576
4969,Color,106.0,6.0,440.0,Crime|Horror|Thriller,The Night Visitor ,544,564,English,USA,GP,1971,6.8,65
1354,Color,133.0,2000.0,40000.0,Mystery|Thriller,The Ninth Gate ,137722,42344,English,Spain,R,1999,6.7,0
1606,Color,123.0,415.0,33000.0,Drama|Romance,The Notebook ,396396,34495,English,USA,PG-13,2004,7.9,57000
2678,Color,108.0,79.0,775.0,Action|Crime|Thriller,The November Man ,50056,3033,English,USA,R,2014,6.3,0
1554,Color,98.0,541.0,8000.0,Mystery|Thriller,The Number 23 ,164608,10938,English,USA,R,2007,6.4,10000
3993,Color,149.0,160.0,157.0,Drama,The Nun's Story ,7071,646,English,USA,Not Rated,1959,7.6,930
1628,Color,85.0,7.0,14000.0,Adventure|Animation|Comedy|Family,The Nut Job ,19547,18795,English,Canada,PG,2014,5.8,0
392,Color,110.0,96.0,887.0,Action|Family|Fantasy|Musical,The Nutcracker in 3D ,2508,2728,English,UK,PG,2010,4.4,788
2382,Color,92.0,22.0,2.0,Family|Fantasy|Music,The Nutcracker ,1153,2,English,USA,G,1993,5.7,238
841,Color,95.0,293.0,851.0,Comedy|Romance|Sci-Fi,The Nutty Professor ,86556,3155,English,USA,PG-13,1996,5.6,960
2655,Color,111.0,13.0,818.0,Comedy|Drama|Romance,The Object of My Affection ,15582,1450,English,USA,R,1998,6.0,849
1243,Color,105.0,54.0,3000.0,Comedy|Drama|Family|Fantasy,The Odd Life of Timothy Green ,37398,9069,English,USA,PG,2012,6.6,11000
3785,Color,88.0,0.0,740.0,Comedy|Drama|Romance,The Oh in Ohio ,5494,1665,English,USA,R,2006,5.6,255
3462,Color,100.0,0.0,488.0,Action|Adventure|Fantasy|Sci-Fi|Thriller,The Omega Code ,4682,2428,English,USA,PG-13,1999,3.5,129
1894,Color,107.0,503.0,264.0,Fantasy|Horror|Mystery,The Omen ,80958,673,English,UK,R,1976,7.6,7000
1034,Color,85.0,70.0,26000.0,Action|Sci-Fi|Thriller,The One ,77684,32831,English,USA,PG-13,2001,5.9,0
2332,Color,88.0,12.0,979.0,Adventure|Family|Fantasy|Musical,The Oogieloves in the Big Balloon Adventure ,14015,1978,English,USA,G,2012,6.7,831
3235,Color,91.0,7.0,12000.0,Comedy|Drama,The Open Road ,2941,16118,English,USA,PG-13,2009,5.5,370
4037,Color,97.0,246.0,756.0,Comedy,The Opposite Sex ,557,3717,English,USA,Not Rated,2014,4.5,0
1493,Color,102.0,241.0,13000.0,Action|Mystery|Thriller,The Order ,14962,14165,English,USA,R,2003,5.1,704
4051,Color,115.0,0.0,1000.0,Comedy|Documentary,The Original Kings of Comedy ,4687,1964,English,USA,R,2000,6.6,290
3916,Color,105.0,171.0,382.0,Drama|Mystery|Thriller,The Orphanage ,120189,954,Spanish,Spain,R,2007,7.5,11000
1278,Color,115.0,56.0,20000.0,Biography|Drama|History|Romance,The Other Boleyn Girl ,84357,77823,English,UK,PG-13,2008,6.7,0
4748,Color,89.0,6.0,14.0,Documentary|Sport,The Other Dream Team ,3086,44,English,USA,Not Rated,2012,8.4,0
4205,Color,106.0,8.0,611.0,Comedy|Drama|Romance,The Other End of the Line ,4820,1739,English,UK,PG-13,2008,6.2,0
294,Color,116.0,285.0,12000.0,Action|Comedy|Crime,The Other Guys ,189806,20233,English,USA,PG-13,2010,6.7,16000
3508,Color,113.0,7.0,11000.0,Adventure|Biography|Drama,The Other Side of Heaven ,3203,11116,English,USA,PG,2001,6.5,650
1222,Color,109.0,415.0,982.0,Comedy|Romance,The Other Woman ,104481,2357,English,USA,PG-13,2014,6.0,16000
2485,Color,101.0,448.0,482.0,Fantasy|Horror|Thriller,The Others ,268581,956,English,USA,PG-13,2001,7.6,20000
1275,Color,90.0,39.0,607.0,Comedy,The Out-of-Towners ,10446,1335,English,USA,PG-13,1999,5.3,279
4764,Color,96.0,3.0,387.0,Documentary,The Outrageous Sophie Tucker ,38,1235,English,USA,Not Rated,2014,7.2,16
3128,Color,114.0,0.0,10000.0,Crime|Drama,The Outsiders ,57363,12097,English,USA,PG-13,1983,7.2,10000
3242,Color,104.0,275.0,439.0,Crime|Mystery|Thriller,The Oxford Murders ,22753,940,English,Spain,R,2008,6.1,0
834,Color,95.0,163.0,14000.0,Action|Comedy|Drama|Family|Thriller,The Pacifier ,66308,16884,English,Canada,PG,2005,5.5,0
2354,Color,125.0,43.0,2000.0,Drama|Romance,The Painted Veil ,77656,2608,Mandarin,China,PG-13,2006,7.5,0
3393,Color,98.0,198.0,1000.0,Comedy|Romance,The Pallbearer ,6124,3502,English,USA,PG-13,1996,4.9,125
4614, Black and White,94.0,82.0,694.0,Drama,The Party's Over ,340,964,English,UK,Not Rated,1965,7.3,32
1866,Color,120.0,0.0,260.0,Drama,The Passion of the Christ ,179235,705,Aramaic,USA,R,2004,7.1,13000
4970,Color,77.0,0.0,45.0,Biography|Documentary|Music,The Past is a Grotesque Animal ,80,45,English,USA,Not Rated,2014,7.6,82
253,Color,142.0,776.0,13000.0,Action|Drama|History|War,The Patriot ,207613,19454,English,USA,R,2000,7.1,4000
984,Color,124.0,75.0,294.0,Action|Thriller,The Peacemaker ,46451,1289,English,USA,R,1997,5.9,0
323,Color,88.0,20.0,144.0,Adventure|Animation|Comedy|Family,The Peanuts Movie ,27918,309,English,USA,G,2015,7.2,33000
1079,Color,141.0,79.0,18000.0,Crime|Drama|Mystery|Thriller,The Pelican Brief ,59569,30063,English,USA,PG-13,1993,6.5,0
3062,Color,113.0,300.0,1000.0,Comedy|Drama|Romance,The Perez Family ,1761,3072,English,USA,R,1995,6.2,174
2915, Black and White,118.0,50.0,968.0,Comedy|Drama|Family|Sport,The Perfect Game ,2676,4270,English,Canada,PG,2009,7.0,0
4595,Color,93.0,11.0,443.0,Comedy|Crime|Thriller,The Perfect Host ,20176,1452,English,USA,R,2010,6.8,0
3143,Color,100.0,15.0,1000.0,Comedy|Family|Romance,The Perfect Man ,23527,4789,English,USA,PG,2005,5.5,767
3756,Color,96.0,23.0,927.0,Comedy|Romance,The Perfect Match ,1180,3552,English,USA,R,2016,4.5,740
221,Color,130.0,249.0,784.0,Action|Adventure|Drama|Thriller,The Perfect Storm ,133076,2684,English,USA,PG-13,2000,6.4,0
3966,Color,94.0,103.0,544.0,Adventure|Biography|Drama|Romance,The Perfect Wave ,724,1150,English,South Africa,PG,2014,4.7,365
2884,Color,102.0,139.0,8000.0,Drama|Romance,The Perks of Being a Wallflower ,351274,13631,English,USA,PG-13,2012,8.0,131000
